1.2276e-17,-4.3149e-06,9.9736e-18,2.9324e-16,-0.014835,-0.016021,-0.017053,-2.9049e-16,-9.084e-05,-9.084e-05,-9.084e-05,-9.084e-05,0
8.3733e-18,-0.0014617,4.6431e-18,3.4583e-16,0.0079626,-0.066021,0.019867,-3.3639e-16,-0.030773,-0.030773,-0.030773,-0.030773,0
7.035e-18,-0.0014749,3.2573e-18,3.536e-16,-0.0054711,-0.083968,0.0045002,-3.3763e-16,-0.03105,-0.03105,-0.03105,-0.03105,0
8.1734e-18,-0.0016171,3.8187e-18,3.4218e-16,-0.0093149,-0.12206,0.0011129,-3.2644e-16,-0.034043,-0.034043,-0.034043,-0.034043,0
7.4687e-18,-0.0017816,2.4756e-18,3.4604e-16,-0.011336,-0.16287,-5.9241e-07,-3.2657e-16,-0.037508,-0.037508,-0.037508,-0.037508,0
7.9973e-18,-0.0019446,1.4919e-18,3.5095e-16,-0.012894,-0.20334,-0.00057583,-3.2628e-16,-0.04094,-0.04094,-0.04094,-0.04094,0
1.2578e-17,-0.0021027,4.7635e-18,3.3919e-16,-0.014269,-0.2429,-0.00095562,-3.1628e-16,-0.044268,-0.044268,-0.044268,-0.044268,0
1.6115e-17,-0.0022553,7.3502e-18,3.2616e-16,-0.015553,-0.28138,-0.0012477,-2.9917e-16,-0.047481,-0.047481,-0.047481,-0.047481,0
1.4801e-17,-0.0024025,5.6876e-18,3.2435e-16,-0.016789,-0.31874,-0.0014964,-2.932e-16,-0.05058,-0.05058,-0.05058,-0.05058,0
2.1753e-17,-0.0025445,1.1364e-17,3.1289e-16,-0.017997,-0.35497,-0.0017231,-2.9045e-16,-0.053568,-0.053568,-0.053568,-0.053568,0
2.3732e-17,-0.0026814,1.338e-17,3.0954e-16,-0.019193,-0.39008,-0.0019399,-2.8978e-16,-0.056451,-0.056451,-0.056451,-0.056451,0
2.6862e-17,-0.0028135,1.6393e-17,3.0485e-16,-0.020387,-0.42409,-0.0021541,-2.9109e-16,-0.059233,-0.059233,-0.059233,-0.059233,0
2.6496e-17,-0.002941,1.5685e-17,3.0086e-16,-0.021585,-0.45702,-0.0023706,-2.8902e-16,-0.061916,-0.061916,-0.061916,-0.061916,0
2.0533e-17,-0.003064,8.5594e-18,3.0119e-16,-0.022793,-0.4889,-0.0025928,-2.8543e-16,-0.064504,-0.064504,-0.064504,-0.064504,0
2.3501e-17,-0.0031826,1.0471e-17,2.9484e-16,-0.024018,-0.51976,-0.0028233,-2.8391e-16,-0.067001,-0.067001,-0.067001,-0.067001,0
2.4775e-17,-0.003297,1.1288e-17,2.9306e-16,-0.025262,-0.5496,-0.0030642,-2.8501e-16,-0.06941,-0.06941,-0.06941,-0.06941,0
3.0074e-17,-0.0034073,1.672e-17,2.8338e-16,-0.026532,-0.57847,-0.0033171,-2.7942e-16,-0.071733,-0.071733,-0.071733,-0.071733,0
2.9925e-17,-0.0035137,1.712e-17,2.783e-16,-0.02783,-0.60638,-0.0035836,-2.7102e-16,-0.073972,-0.073972,-0.073972,-0.073972,0
2.6998e-17,-0.0036162,1.3926e-17,2.4882e-16,-0.029159,-0.63336,-0.0038651,-2.4046e-16,-0.07613,-0.07613,-0.07613,-0.07613,0
2.815e-17,-0.0037149,1.5343e-17,2.4444e-16,-0.030524,-0.65944,-0.0041627,-2.3406e-16,-0.078209,-0.078209,-0.078209,-0.078209,0
3.1037e-17,-0.00381,1.6617e-17,2.7321e-16,-0.031927,-0.68463,-0.0044777,-2.6327e-16,-0.080211,-0.080211,-0.080211,-0.080211,0
2.8645e-17,-0.0039016,1.3928e-17,2.7522e-16,-0.033371,-0.70895,-0.0048111,-2.6595e-16,-0.082138,-0.082138,-0.082138,-0.082138,0
2.5609e-17,-0.0039896,1.0445e-17,2.76e-16,-0.03486,-0.73244,-0.005164,-2.6623e-16,-0.083992,-0.083992,-0.083992,-0.083992,0
2.3739e-17,-0.0040743,8.0072e-18,2.7408e-16,-0.036395,-0.7551,-0.0055376,-2.6329e-16,-0.085775,-0.085775,-0.085775,-0.085775,0
2.9912e-17,-0.0041557,1.3494e-17,2.651e-16,-0.03798,-0.77696,-0.0059328,-2.6007e-16,-0.087488,-0.087488,-0.087488,-0.087488,0
3.0169e-17,-0.0042338,1.3698e-17,2.6175e-16,-0.039617,-0.79805,-0.0063507,-2.6031e-16,-0.089132,-0.089132,-0.089132,-0.089132,0
2.8929e-17,-0.0043087,1.2788e-17,2.6413e-16,-0.041309,-0.81837,-0.0067924,-2.639e-16,-0.09071,-0.09071,-0.09071,-0.09071,0
2.4667e-17,-0.0043806,8.3374e-18,2.686e-16,-0.043058,-0.83794,-0.0072589,-2.6182e-16,-0.092223,-0.092223,-0.092223,-0.092223,0
2.3413e-17,-0.0044494,6.6518e-18,2.6955e-16,-0.044866,-0.85679,-0.0077512,-2.617e-16,-0.093672,-0.093672,-0.093672,-0.093672,0
2.056e-17,-0.0045152,3.7636e-18,2.6986e-16,-0.046736,-0.87494,-0.0082705,-2.5913e-16,-0.095057,-0.095057,-0.095057,-0.095057,0
2.0032e-17,-0.0045781,3.332e-18,2.7073e-16,-0.04867,-0.89239,-0.0088177,-2.6402e-16,-0.096382,-0.096382,-0.096382,-0.096382,0
2.4193e-17,-0.0046382,6.6766e-18,2.6539e-16,-0.050669,-0.90916,-0.009394,-2.6147e-16,-0.097646,-0.097646,-0.097646,-0.097646,0
2.3495e-17,-0.0046954,5.818e-18,2.6517e-16,-0.052737,-0.92527,-0.010001,-2.5998e-16,-0.09885,-0.09885,-0.09885,-0.09885,0
2.5365e-17,-0.0047499,7.3211e-18,2.5965e-16,-0.054875,-0.94074,-0.010638,-2.5812e-16,-0.099997,-0.099997,-0.099997,-0.099997,0
2.7743e-17,-0.0048016,8.9698e-18,2.5467e-16,-0.057084,-0.95558,-0.011308,-2.5587e-16,-0.10109,-0.10109,-0.10109,-0.10109,0
2.5053e-17,-0.0048507,6.4747e-18,2.5581e-16,-0.059368,-0.9698,-0.012012,-2.5709e-16,-0.10212,-0.10212,-0.10212,-0.10212,0
2.4518e-17,-0.0048971,5.9433e-18,2.5568e-16,-0.061728,-0.98341,-0.012751,-2.5639e-16,-0.1031,-0.1031,-0.1031,-0.1031,0
2.5355e-17,-0.0049409,6.7283e-18,2.5349e-16,-0.064165,-0.99644,-0.013525,-2.5728e-16,-0.10402,-0.10402,-0.10402,-0.10402,0
2.6676e-17,-0.0049822,7.6471e-18,2.5005e-16,-0.066682,-1.0089,-0.014336,-2.5872e-16,-0.10489,-0.10489,-0.10489,-0.10489,0
2.5185e-17,-0.005021,6.0384e-18,2.5101e-16,-0.06928,-1.0208,-0.015186,-2.6083e-16,-0.1057,-0.1057,-0.1057,-0.1057,0
2.3718e-17,-0.0050572,4.4553e-18,2.5243e-16,-0.07196,-1.0321,-0.016076,-2.5849e-16,-0.10647,-0.10647,-0.10647,-0.10647,0
2.5975e-17,-0.005091,6.5297e-18,2.4717e-16,-0.074725,-1.0429,-0.017006,-2.5893e-16,-0.10718,-0.10718,-0.10718,-0.10718,0
2.5968e-17,-0.0051224,6.6254e-18,2.4552e-16,-0.077577,-1.0531,-0.017978,-2.6068e-16,-0.10784,-0.10784,-0.10784,-0.10784,0
2.278e-17,-0.0051514,3.7329e-18,2.4687e-16,-0.080516,-1.0629,-0.018993,-2.6204e-16,-0.10845,-0.10845,-0.10845,-0.10845,0
2.3003e-17,-0.005178,3.712e-18,2.4476e-16,-0.083544,-1.0721,-0.020053,-2.6199e-16,-0.10901,-0.10901,-0.10901,-0.10901,0
2.3251e-17,-0.0052022,3.8487e-18,2.4506e-16,-0.086662,-1.0808,-0.021159,-2.6175e-16,-0.10952,-0.10952,-0.10952,-0.10952,0
2.3964e-17,-0.0052242,4.4402e-18,2.4339e-16,-0.089873,-1.089,-0.022313,-2.6232e-16,-0.10998,-0.10998,-0.10998,-0.10998,0
2.5051e-17,-0.0052438,5.23e-18,2.4055e-16,-0.093178,-1.0968,-0.023515,-2.6099e-16,-0.1104,-0.1104,-0.1104,-0.1104,0
